time;device;x;y;z
9914.662095625;"accelerometer";0.987335205078125;0.0037994384765625;-0.163223266601562
9914.671921625;"accelerometer";0.98773193359375;0.0108184814453125;-0.164947509765625
9914.681748625;"accelerometer";0.986953735351562;0.0084686279296875;-0.161605834960938
9914.691575625;"accelerometer";0.988311767578125;0.0025787353515625;-0.15875244140625
9914.701401625;"accelerometer";0.989044189453125;0.000213623046875;-0.15582275390625
9914.711228625;"accelerometer";0.993377685546875;-0.0037689208984375;-0.15435791015625
9914.721055625;"accelerometer";0.989700317382812;-0.0028076171875;-0.153305053710938
9914.730881625;"accelerometer";0.988372802734375;0.0001220703125;-0.15313720703125
9914.740708625;"accelerometer";0.988540649414062;0.00030517578125;-0.149246215820312
9914.750535625;"accelerometer";0.988601684570312;-0.0050506591796875;-0.141433715820312
9914.760361625;"accelerometer";0.9888916015625;-0.005279541015625;-0.142547607421875
9914.770188625;"accelerometer";0.986648559570312;-0.000823974609375;-0.141494750976562
9914.780015625;"accelerometer";0.987060546875;-0.0082244873046875;-0.131637573242188
9914.789841625;"accelerometer";0.9859619140625;-0.0100860595703125;-0.138336181640625
9914.799668625;"accelerometer";0.987106323242188;0.0008697509765625;-0.161849975585938
9914.809495625;"accelerometer";0.983963012695312;0.005218505859375;-0.163238525390625
9914.819321625;"accelerometer";0.982131958007812;0.000823974609375;-0.1553955078125
9914.829148625;"accelerometer";0.984649658203125;-0.0064544677734375;-0.144500732421875
9914.838975625;"accelerometer";0.976821899414062;-0.01409912109375;-0.135025024414062
9914.848801625;"accelerometer";0.9849853515625;-0.0026397705078125;-0.145263671875
9914.858628625;"accelerometer";0.988739013671875;-0.000579833984375;-0.156387329101562
9914.868424625;"accelerometer";0.984710693359375;-0.0003509521484375;-0.159652709960938
9914.878251625;"accelerometer";0.986846923828125;0.0039825439453125;-0.155685424804688
9914.888077625;"accelerometer";0.98736572265625;-0.0025634765625;-0.147994995117188
9914.897904625;"accelerometer";0.987396240234375;-0.005828857421875;-0.144729614257812
9914.907731625;"accelerometer";0.98419189453125;-0.0023651123046875;-0.152725219726562
9914.917557625;"accelerometer";0.992019653320312;0.0005645751953125;-0.155960083007812
9914.927384625;"accelerometer";0.992599487304688;-0.0006103515625;-0.161102294921875
9914.93252216667;"gyroscope";-0.0386757569306757;-0.044668135699463;-0.00108577077642531
9914.937211625;"accelerometer";0.989761352539062;0.0034027099609375;-0.158843994140625
9914.94253116667;"gyroscope";-0.021542310057651;-0.0308742928333976;0.00105993811385154
9914.947037625;"accelerometer";0.990753173828125;-0.0031585693359375;-0.156280517578125
9914.95254116667;"gyroscope";-0.00881772636925236;-0.0235641819572391;0.0170905699794745
9914.956864625;"accelerometer";0.991134643554688;0.001190185546875;-0.158432006835938
9914.96255116667;"gyroscope";-0.00337422510113039;-0.00969656952897851;0.014954714785231
9914.966691625;"accelerometer";0.992630004882812;0.001007080078125;-0.166473388671875
9914.97256116667;"gyroscope";-0.00234731018479584;-0.0160958793123299;0.0138889177169812
9914.976517625;"accelerometer";0.98919677734375;-0.0064544677734375;-0.164047241210938
9914.98257016667;"gyroscope";-0.00116593192523669;-0.00751064690624147;0.00641022874382073
9914.986344625;"accelerometer";0.991409301757812;-0.004302978515625;-0.15582275390625
9914.99258016667;"gyroscope";-0.000169909677547055;-0.0128801122960592;0.0106851349256159
9914.996171625;"accelerometer";0.985137939453125;0.001190185546875;-0.15911865234375
9915.00259016667;"gyroscope";-0.00657854052471373;-0.0245274473235208;0.00106952549377582
9915.005997625;"accelerometer";0.993667602539062;0.005279541015625;-0.16387939453125
9915.01260016667;"gyroscope";-0.00449381802339971;-0.0330575522950446;-0.00106313390715963
9915.015824625;"accelerometer";0.99432373046875;-0.0066680908203125;-0.157135009765625
9915.02260916667;"gyroscope";0.00515002091599523;-0.0224445890349698;0.00214597520638585
9915.025651625;"accelerometer";0.997390747070312;-0.0069122314453125;-0.154510498046875
9915.03261916667;"gyroscope";0.00198432132821804;-0.0139254030239153;0.00641422348545584
9915.035477625;"accelerometer";0.994430541992188;-0.00482177734375;-0.155838012695312
9915.04262916667;"gyroscope";-0.0139986399538925;-0.0138654818993885;0.00640223926055049
9915.045304625;"accelerometer";0.992568969726562;-0.00244140625;-0.1593017578125
9915.05263916667;"gyroscope";-0.0225383323053406;-0.0191467966571247;0.00319259751478699
9915.055131625;"accelerometer";0.9932861328125;-0.0054779052734375;-0.15826416015625
9915.06264916667;"gyroscope";-0.0257272013946015;-0.0159483401879395;0.00532578954794046
9915.064957625;"accelerometer";0.991546630859375;-0.0099639892578125;-0.1527099609375
9915.07265816667;"gyroscope";-0.0267000541408074;-0.00419847345850992;0.00425386720918357
9915.074784625;"accelerometer";0.99395751953125;-0.0084991455078125;-0.150344848632812
9915.08266816667;"gyroscope";-0.0160601929537228;0.00210469620948962;0.012805810101646
9915.084611625;"accelerometer";0.98577880859375;-0.0108642578125;-0.15325927734375
9915.09267816667;"gyroscope";-0.00752050060227476;-3.16916169719429e-05;0.00853995866755709
9915.094437625;"accelerometer";0.99017333984375;0.000244140625;-0.1558837890625
9915.10268816667;"gyroscope";-9.26780059347575e-05;-0.00962652839230942;0.00320697858467342
9915.104264625;"accelerometer";0.990997314453125;-0.004669189453125;-0.156875610351562
9915.11269716667;"gyroscope";0.000918790576077337;-0.0118020646867952;0.00854927973137237
9915.114091625;"accelerometer";0.985122680664062;-0.012054443359375;-0.153060913085938
9915.12270716667;"gyroscope";-0.00227780168034477;-0.0128497522596323;0.00747895528926952
