time;lat;lon;altitude;horizontal_accuracy;vertical_accuracy
38868.4907901287;50.0667939329136;14.3164852405309;65.0;18.0927497969447
38869.4970861077;50.0667938042306;14.3164861556977;65.0;18.7840438008878
38869.5156561136;50.0667936756009;14.3164870705872;65.0;18.7840438008878
38869.530005157;50.0667935470123;14.3164879851845;65.0;18.7840438008878
38869.5375121236;50.0667934184647;14.3164888994898;65.0;18.7840438008878
38869.6948411465;50.0668868079737;14.3166112463794;65.0;17.7142239934312
38871.5657571554;50.0667951722164;14.3158105854078;30.0;32.0
38872.2547021508;50.0667951722164;14.3158105854078;30.0;32.0
38873.2579621077;50.0666640792508;14.3156402651354;30.0;6.0
38874.2540331483;50.0666212896351;14.3156980164482;30.0;6.0
38875.2562971115;50.0667633628939;14.3163357954606;30.0;8.0
38875.9809712172;50.0669117644895;14.3162812292709;10.0;3.0
38876.9793709517;50.0669773109723;14.3163253180816;10.0;3.0
38877.9793712497;50.0669773109723;14.3163253180816;10.0;3.0
38878.9793714881;50.0669773109723;14.3163253180816;10.0;4.0
38879.9793713093;50.0670210225974;14.3163652997597;10.0;4.0
38880.9793713093;50.0670210225974;14.3163652997597;10.0;4.0
38881.9793717265;50.0670210225974;14.3163652997597;10.0;4.0
38882.9793716669;50.0670210225974;14.3163652997597;5.0;4.0
38883.9793715477;50.0670210225974;14.3163652997597;5.0;4.0
38884.9793716073;50.0670210225974;14.3163652997597;5.0;4.0
38885.9793715477;50.0670210225974;14.3163652997597;5.0;4.0
38886.9793719053;50.0670210225974;14.3163652997597;5.0;4.0
38887.9793713689;50.0670210225974;14.3163652997597;10.0;4.0
38888.9793707132;50.0670210225974;14.3163652997597;5.0;4.0
38889.9793717265;50.0670210225974;14.3163652997597;5.0;4.0
38890.9793720245;50.0670210225974;14.3163652997597;5.0;4.0
38891.9793716073;50.0669965055306;14.3163327779754;5.0;4.0
38892.979372561;50.0669983076398;14.3163228873297;5.0;4.0
38893.9793722034;50.0669786101673;14.3163114879414;5.0;4.0
38894.9793723226;50.0669882912655;14.3162732664629;5.0;4.0
38895.9793714881;50.0669691805263;14.3162631243601;5.0;4.0
38896.979372263;50.0669693481643;14.3162354640796;5.0;3.0
38897.9793714881;50.0669769756962;14.3162095639988;5.0;3.0
38898.9793717265;50.066979071172;14.3161953985824;5.0;3.0
38899.9793714881;50.0669939490501;14.3161966558679;5.0;3.0
38900.9793718457;50.0669951225166;14.3161821551754;5.0;3.0
38901.9793707132;50.0669910992031;14.3161659781023;5.0;3.0
38902.9793720245;50.0669967150782;14.3161506392195;5.0;3.0
38903.9793714285;50.0669967150782;14.3161506392195;5.0;4.0
38904.9793710113;50.0669967150782;14.3161506392195;5.0;4.0
38905.9793712497;50.0669967150782;14.3161506392195;5.0;4.0
38906.9793714285;50.0669967150782;14.3161506392195;5.0;3.0
38907.9793721437;50.0670059770812;14.3161399103834;5.0;4.0
38908.9793720841;50.0670064799954;14.3161441851541;5.0;3.0
38909.9793720245;50.0670064799954;14.3161441851541;5.0;3.0
38910.9793717861;50.0670064799954;14.3161441851541;5.0;3.0
38911.9793710709;50.0670065638144;14.3161683250352;5.0;3.0
38912.9793717265;50.0670069829096;14.3161772098526;5.0;3.0
38913.9793715477;50.0670040073339;14.3161876872315;5.0;3.0
38914.9793709517;50.0670019118582;14.3162018526479;5.0;3.0
38915.9793716073;50.0669997744728;14.3162158504262;5.0;3.0
38916.9793722034;50.0670105452184;14.3162469472869;5.0;3.0
38917.9793710709;50.0670155324508;14.3162725120916;5.0;3.0
38918.979372263;50.0670193462168;14.3162839114799;5.0;3.0
38919.9793721437;50.0670194719453;14.3162975739821;5.0;3.0
38920.9793707728;50.067018549936;14.3163120746746;5.0;3.0
38921.979372561;50.0670053484385;14.3163119070365;5.0;4.0
38922.9793716073;50.0669957511593;14.3163133319601;5.0;4.0
38923.9793718457;50.0669833878521;14.3163176067307;5.0;4.0
38924.9793716073;50.0669833878521;14.3163176067307;5.0;4.0
38925.9793717265;50.0669833878521;14.3163176067307;5.0;4.0
38926.9793720245;50.0669833878521;14.3163176067307;5.0;4.0
38927.9793729186;50.0669833878521;14.3163176067307;5.0;4.0
