time;filename
38957.619837166;img0.png
38957.653194916;img1.png
38957.686552916;img2.png
38957.719910833;img3.png
38957.753268833;img4.png
38957.786626625;img5.png
38957.819984583;img6.png
38957.853342541;img7.png
38957.886700375;img8.png
38957.920058375;img9.png
38957.953416208;img10.png
38957.986774208;img11.png
38958.020132041;img12.png
38958.053489916;img13.png
38958.086847791;img14.png
38958.120205625;img15.png
38958.153563708;img16.png
38958.1869215;img17.png
38958.22027925;img18.png
38958.253637375;img19.png
38958.286995166;img20.png
38958.320353125;img21.png
38958.353710958;img22.png
38958.387068875;img23.png
38958.420426833;img24.png
38958.453784708;img25.png
38958.487142458;img26.png
38958.5205005;img27.png
38958.553858333;img28.png
38958.587216333;img29.png
38958.620574208;img30.png
38958.653931958;img31.png
38958.687289958;img32.png
38958.720647875;img33.png
38958.754005875;img34.png
38958.787363625;img35.png
38958.820721708;img36.png
38958.854079458;img37.png
38958.887437416;img38.png
38958.920795291;img39.png
38958.954153166;img40.png
38958.987511083;img41.png
38959.020869041;img42.png
38959.054226791;img43.png
38959.087584833;img44.png
38959.12094275;img45.png
38959.154300458;img46.png
38959.187658541;img47.png
38959.221016375;img48.png
38959.254374333;img49.png
38959.28773225;img50.png
38959.32109;img51.png
38959.354448041;img52.png
38959.387805833;img53.png
38959.421163833;img54.png
38959.454521708;img55.png
38959.487879583;img56.png
38959.521237541;img57.png
38959.554595333;img58.png
38959.587953083;img59.png
38959.621311125;img60.png
38959.654668958;img61.png
38959.688027041;img62.png
38959.721384875;img63.png
38959.754742833;img64.png
38959.788100625;img65.png
38959.821458583;img66.png
38959.854816541;img67.png
38959.888174416;img68.png
38959.92153225;img69.png
38959.954890166;img70.png
38959.988248;img71.png
38960.021606;img72.png
38960.054963833;img73.png
38960.08832175;img74.png
38960.121679708;img75.png
38960.1550375;img76.png
38960.188395291;img77.png
38960.221753375;img78.png
38960.255111125;img79.png
38960.288469083;img80.png
38960.321827083;img81.png
38960.355184791;img82.png
38960.388542916;img83.png
38960.421900625;img84.png
38960.455258666;img85.png
38960.488616583;img86.png
38960.521974458;img87.png
38960.555332416;img88.png
38960.588690208;img89.png
38960.622048125;img90.png
38960.655406041;img91.png
38960.688764083;img92.png
38960.722121916;img93.png
38960.755479625;img94.png
38960.78883775;img95.png
38960.8221955;img96.png
